A	B	C	D	E	F	G
20.9	30	3.5	2000	2.6	2.93	885
21.3	30	4.3	2000	3	2.78	1099
21.8	32	3.3	2000	4.3	2.42	1273
22	31	2.7	2000	4	1.87	1433
21.6	32	3.1	2000	4.1	1.2	1442
20.3	35	2.4	2000	4.3	0.46	1237
18.6	54	2.7	2000	9	0.01	1280
17.6	57	1.4	2000	8.9	0	1227
16.8	58	1.2	2000	8.4	0	1145
16.6	47	3.9	2000	5.2	0	958
15.7	51	0.4	2000	5.5	0	750
14.7	55	1.6	2000	5.7	0	558
13.8	60	0.8	2000	6.1	0	408
13.4	62	0.2	2000	6.2	0	292
12.7	67	0.5	2000	6.7	0	222
12	69	0.5	2000	6.4	0	157
11.5	70	0.5	2000	6.2	0	105
11.2	70	0.9	2000	5.9	0	132
10.8	72	0.9	2000	5.9	0.03	262
12	61	1.3	1988	4.6	0.6	440
15.3	49	1	2000	4.6	1.34	542
18	44	1.3	1984	5.5	1.99	667
20.1	40	1.6	1985	6	2.47	853
21.7	36	2	2000	5.9	2.78	1045
22.9	30	2	2000	4.3	2.9	1309
23.7	28	1.4	2000	4	2.77	1522
24.1	26	1.6	2000	3.3	2.38	1747
24.2	28	1.7	2000	4.5	1.86	1955
22.9	33	1.4	2000	5.7	0.83	2033
21.6	37	1	2000	6.2	0.24	1885
20.3	39	0.6	2000	5.8	0	1608
19.3	45	0.4	2000	7	0	1583
18.5	48	1	2000	7.2	0	1565
17.7	52	1	2000	7.7	0	1418
17.4	49	1.2	2000	6.5	0	1042
17	51	1.5	2000	6.7	0	880
16.6	53	1.7	2000	6.9	0	594
16.6	54	1.5	2000	7.2	0	453
16.5	57	1.6	2000	7.9	0	355
16.4	59	1.7	2000	8.3	0	222
16.3	61	1.5	2000	8.7	0	150
16.3	62	2.1	2000	8.9	0	230
16.3	62	2	2000	8.9	0.01	335
16.7	60	2	2000	8.8	0.2	598
17.7	54	1.8	2000	8.2	0.63	680
19.4	47	2.3	2000	7.7	1.45	923
20.5	42	2.1	1981	7.1	1.59	1152
22.5	37	1.8	2000	7	2.5	1358
23.4	34	2.1	2000	6.6	2.84	1686
24.1	33	1.3	2000	6.8	2.52	1972
24.7	35	1.2	2000	8.1	2.28	2170
24.4	35	1.8	2000	7.9	1.71	2270
23.6	38	1.4	2000	8.4	1.04	2349
22.1	45	1.5	2000	9.6	0.27	2339
20.7	46	1	2000	8.6	0.02	1937
20	46	2	2000	8	0	1653
18.9	43	2	2000	6	0	1529
18.1	43	1.7	2000	5.3	0	1249
17.4	46	2.1	2000	5.6	0	934
16.7	50	1.7	2000	6.2	0	770
16.1	53	1.4	2000	6.5	0	488
15.7	53	1.4	2000	6.1	0	326
14.9	57	1.1	2000	6.4	0	178
14.4	58	1.1	2000	6.2	0	151
13.9	60	0.6	2000	6.2	0	207
13.4	61	0.8	2000	6	0	589
13.2	60	0.5	2000	5.5	0.02	1364
14.8	51	1.1	2000	4.7	0.59	2129
17.7	48	1.5	2000	6.5	1.3	1120
19.9	47	1.8	1989	8.2	1.93	907
21.3	43	1.7	1998	8.2	2.42	1019
23.2	42	1.4	2000	9.5	2.73	1189
23	39	1.7	2000	8.2	2.28	1191
24.6	34	1.5	2000	7.6	2.74	1305
23.4	35	1.4	2000	7	1.39	1404
23.6	31	1.1	2000	5.4	1.37	1636
24.3	31	1.5	2000	6	1.17	2189
22.5	38	0.8	2000	7.4	0.31	3154
20.6	44	0.7	2000	7.9	0.01	2422
19.5	47	1.2	2000	7.8	0	2098
18.7	48	1.3	2000	7.4	0	1930
17.9	50	1	2000	7.3	0	1801
17.7	51	1.4	2000	7.4	0	1222
16.6	69	1	2000	10.8	0	1037
16.2	71	0.9	2000	10.9	0	982
15.8	71	1.1	2000	10.5	0	690
15.5	73	1	2000	10.6	0	493
15.4	74	0.9	2000	10.7	0	301
15	77	0.5	2000	10.9	0	208
14.6	81	1	2000	11.3	0	290
14.7	76	0.8	2000	10.5	0.02	513
15.7	65	1.2	2000	9.1	0.54	848
18.3	58	1.4	1958	9.8	1.24	1076
20.8	52	1.5	2000	10.5	1.88	1071
22.3	50	1.3	2000	11.3	2.36	1284
23.8	44	1.7	2000	10.8	2.66	1495
24.9	40	1.4	2000	10.3	2.75	1752
26.2	33	1.8	2000	8.6	2.62	1892
26.5	33	1.4	2000	8.9	2.25	2065
26.6	34	1.3	2000	9.4	1.69	2254
26.3	31	1	2000	7.8	1.03	2432
24.8	41	0.5	2000	10.6	0.33	2397
22.5	43	0.4	2000	9.2	0	2021
21.3	46	0.1	2000	9.2	0	1835
20.1	54	1.2	2000	10.4	0	1781
19.3	55	0.5	2000	10	0	1501
18.6	59	0.7	2000	10.4	0	1229
14.1	55	2.6	2000	5.1	0	680
13.9	57	2	2000	5.5	0	402
13.9	56	2.4	2000	5.2	0	262
13.6	56	1.6	2000	4.9	0	179
13.7	56	1.9	2000	5	0	143
13.7	57	1.8	1999	5.3	0	246
13.3	56	2.3	2000	4.6	0	632
13.1	58	2.1	1997	5	0.03	1429
13.7	54	2.4	1960	4.5	0.39	2101
14.9	50	3.4	1989	4.5	1.08	1106
16.3	47	3.6	1815	4.9	1.93	856
17	45	4.5	1966	4.9	2.04	959
18.4	40	3.5	1958	4.5	2.28	1138
17.6	49	4.7	2000	6.7	1.89	1087
19.3	36	3.5	1986	3.8	2.28	1137
19	40	3.8	1983	5	1.96	1258
17.7	47	3.4	2000	6.2	0.81	1357
17.2	53	2.9	2000	7.5	0.25	1799
16.6	61	2.9	2000	9	0.16	2857
16.2	62	2.2	2000	8.9	0	2122
15.4	63	2.1	2000	8.3	0	1824
14.6	66	4	2000	8.3	0	1777
13.9	69	0.5	2000	8.2	0	1501
13.4	69	3.7	2000	7.8	0	1057
14.5	74	0.4	2000	9.9	0	1040
13.8	75	0.5	2000	9.4	0	882
13.2	77	1.2	1972	9.2	0	685
12.6	78	0.6	1907	8.8	0	497
12.1	80	1.2	1834	8.7	0	284
11.8	82	1.1	1878	8.8	0	173
11.4	84	0.3	1742	8.7	0	278
11.2	85	0.3	1593	8.7	0.02	440
11.8	73	1	1649	7.1	0.49	762
14.4	61	0.7	1340	6.9	1.21	966
17.3	53	0.7	1406	7.6	1.83	1113
20.3	46	1.6	1409	8.2	2.29	1248
21.4	40	1.4	1973	7.2	2.53	1634
22.5	40	2.6	1854	8.2	2.64	1849
23.4	35	1.6	1972	7	2.51	1995
24.1	34	2	1996	7.2	2.14	2200
24	34	2.7	2000	7.1	1.62	2112
23.3	36	1.7	1960	7.3	0.95	2400
21.5	43	1.8	2000	8.3	0.26	2235
20	49	1.5	2000	8.9	0	1792
18.6	55	1.5	2000	9.3	0	1744
17.6	59	1.6	2000	9.4	0	1594
16.9	63	0.2	2000	9.8	0	1393
16.1	63	0.6	2000	9	0	1033
19	64	1.9	2000	12	0	973
18.6	66	1.7	2000	12.1	0	735
18.2	64	2	2000	11.2	0	515
18	61	1.8	2000	10.3	0	329
17.7	57	1.3	2000	9	0	221
17.6	57	1.1	2000	8.9	0	223
17.7	55	1.5	2000	8.5	0	531
17.7	56	1.3	2000	8.8	0	282
16.9	72	1.3	2000	11.8	0.04	208
16.3	85	1.8	942	13.7	0.13	47
15.8	89	1.8	742	13.9	0.18	33
16.1	89	2.4	1112	14.2	0.4	29
16.6	90	1.7	518	14.9	0.51	23
16.9	95	1.6	325	16	0.48	22
17.2	95	1.6	553	16.3	0.48	17
17.2	96	0.6	213	16.5	0.26	8
17.1	97	1.7	382	16.6	0.15	28
16.9	97	2.1	728	16.4	0.08	66
16.7	96	1.6	1461	16	0.03	74
16.6	96	2.4	1072	15.9	0	55
16.5	96	2.7	1047	15.8	0	44
16.5	96	2.2	963	15.8	0	32
16.2	92	2.6	1771	14.8	0	23
16.3	91	1.8	1811	14.8	0	4
16.5	97	2.3	364	16	0	5
16.6	97	2	457	16.1	0.01	6
16.7	97	2.9	550	16.2	0.05	5
17	97	1.5	676	16.5	0.15	2
17.5	95	2	1214	16.6	0.35	20
18	92	2.9	1999	16.6	0.45	130
17.7	89	5	2000	15.8	0.62	529
19.3	79	3.6	2000	15.5	1.36	941
21	67	4.1	2000	14.6	2.05	1236
21.5	62	3.4	2000	13.9	1.26	1601
21.1	64	1.2	2000	14	0.4	1870
20.5	66	1.2	2000	13.9	0.16	2012
19.7	72	0.6	2000	14.5	0	1761
19.4	67	0.8	2000	13.1	0	1567
18.5	78	0.1	2000	14.5	0	1731
17.7	78	0.3	2000	13.8	0	1459
16.9	84	0.9	2000	14.1	0	1162
16.3	86	0.3	2000	13.9	0	1049
16	88	1.2	2000	14	0	768
15.7	88	0.4	2000	13.7	0	538
15.5	88	1.7	1998	13.5	0	372
15.1	90	1.2	850	13.4	0	255
15.1	89	1.1	1615	13.2	0	146
14.8	89	0.2	1490	12.9	0	189
14.3	89	0.6	1165	12.5	0.03	345
14.6	71	1	1896	9.3	0.43	589
16.2	60	1.9	1899	8.4	1.16	753
18.1	56	2.6	1720	9.1	1.79	932
19.1	56	2.4	1802	10.1	2.15	1188
19.8	46	2.5	1837	7.8	2.3	1516
20.1	41	3	1963	6.4	2.34	1714
20.2	42	2.8	1832	6.8	1.87	1987
20.4	36	2.8	2000	4.8	1.56	2167
20.7	34	2	2000	4.2	1.23	2270
19.4	32	3.2	2000	2.2	0.63	2255
17.9	29	2.8	2000	-0.4	0.16	2069
16.6	36	1.4	2000	1.4	0	1608
15.5	37	1.9	2000	0.8	0	1519
14.4	36	1	2000	-0.5	0	1385
13.6	38	1.5	2000	-0.4	0	1160
12.9	38	1.5	2000	-1.1	0	840
12.3	44	0.8	2000	0.3	0	711
11.7	52	1.1	2000	2.1	0	390
11.1	56	1.4	2000	2.6	0	265
10.8	59	0.5	2000	3	0	192
10.4	61	0.6	2000	3.1	0	123
9.8	63	0.5	2000	3	0	215
9.5	68	0.9	2000	3.8	0	503
9.2	72	1	2000	4.4	0.01	1206
9.9	66	1.2	2000	3.8	0.35	2005
12.2	51	0.7	1918	2.3	1.02	1166
15	44	0.5	1839	2.8	1.48	943
17.9	39	1.3	1873	3.7	2.06	1117
19.2	31	0.5	1994	1.6	2.4	1238
20.2	28	1.3	2000	1	2.25	1303
20.2	24	1.5	2000	-1	1.8	1358
20.6	26	1.2	2000	0.4	1.76	1502
20.3	25	1.8	2000	-0.3	1.15	1603
20	28	0.7	2000	0.9	0.79	2127
18.1	39	1	2000	3.9	0.21	2787
16.4	42	1.8	2000	3.4	0	2150
15.5	45	2.2	2000	3.6	0	1838
15.1	48	2.6	2000	4.1	0	1788
14.4	49	1.1	2000	3.8	0	1636
13.5	55	0.5	2000	4.6	0	1196
16.6	53	0.9	2000	6.9	0	643
16.6	57	1.5	2000	8	0	144
14.4	91	0.4	402	12.9	0	55
14.3	95	1	967	13.5	0	90
14.3	92	2	714	13	0	82
13.6	89	2.7	990	11.8	0	152
12.6	86	1.9	1430	10.3	0	441
12.3	84	3.2	1220	9.6	0	1220
11.8	80	3.7	1518	8.4	0.16	2082
12	72	3.3	1650	7	0.68	1097
12	61	4.1	1981	4.6	0.86	792
12.7	50	3.3	1999	2.5	1.61	914
13.7	43	3.4	1980	1.3	1.65	1006
14.3	43	3.6	1995	1.8	1.86	1015
14	43	2.8	2000	1.5	1.13	1041
13.7	44	3.9	2000	1.6	0.83	1171
13.8	43	3.7	2000	1.4	0.74	1363
13.1	45	3.1	2000	1.4	0.62	1775
12.2	45	3.1	2000	0.5	0.16	2514
11.3	50	1.1	2000	1.2	0	1723
10.6	48	2	2000	0	0	1489
9.9	50	1.2	2000	0	0	1445
9.2	55	0.9	2000	0.6	0	1255
8.5	52	0.6	2000	-0.8	0	901
7.9	53	0.9	2000	-1.1	0	707
7.3	59	0.1	2000	-0.1	0	541
7.1	64	0.9	2000	0.7	0	341
6.7	71	1	2000	1.8	0	218
6.6	69	0.9	2000	1.3	0	145
6.6	73	1.1	2000	2	0	197
6.6	65	1.6	2000	0.4	0	518
6.3	65	1	2000	0.1	0.01	1233
7	56	3.1	1971	-1.1	0.44	2000
8.4	49	2.6	2000	-1.7	1.17	1070
10.2	44	2.3	1986	-1.5	1.8	792
11.7	36	4.3	2000	-2.9	2.28	926
13.2	31	3.8	2000	-3.5	2.58	967
13.5	32	5	1990	-2.9	2.56	1000
13.4	32	4.9	2000	-2.9	1.78	991
13	39	3.7	2000	-0.6	1.09	1054
13.8	36	2.9	2000	-1	0.98	1284
13.2	36	3.6	2000	-1.5	0.55	1685
12.1	40	2.4	1854	-1.1	0.18	2378
11.1	43	2	2000	-1	0	1614
10.2	46	0.2	2000	-0.9	0	1389
9.3	52	1.5	2000	0	0	1398
8.8	55	1.6	2000	0.2	0	1221
8.4	60	1.5	2000	1	0	857
8.2	61	1.3	2000	1.1	0	706
7.6	63	1.2	2000	0.9	0	531
7.1	61	0.6	2000	0	0	409
6.5	69	0.3	1981	1.2	0	225
6.2	71	1.1	2000	1.3	0	168
6	72	1.3	2000	1.3	0	183
5.8	67	1.1	2000	0.1	0	412
5.3	73	0.7	2000	0.8	0.01	1142
6	64	1.1	1920	-0.3	0.42	1996
8.6	50	0.8	1785	-1.2	1.13	1106
11.6	40	1.7	1991	-1.5	1.77	877
13	38	2.7	2000	-1	2.3	959
14.7	38	1	1884	0.5	2.55	1073
15.8	36	1.5	1888	0.7	2.59	1110
16.5	32	1.4	1841	-0.2	2.43	1187
17.1	33	2.1	1929	0.6	2.04	1322
16.9	34	1.2	1942	0.9	1.47	1488
16.3	39	1.7	1969	2.3	0.8	1902
14.3	46	1.3	2000	2.8	0.16	2618
12.9	50	1.4	2000	2.7	0	1804
11.8	53	1.5	2000	2.5	0	1440
11	60	1.1	1995	3.5	0	1292
10.5	62	1.2	2000	3.5	0	1347
9.8	66	0.5	1979	3.7	0	940
9.1	69	0.9	1885	3.7	0	835
8.5	70	0.2	1856	3.3	0	739
8	74	0.5	1786	3.6	0	512
7.6	78	0.7	1614	4	0	374
7.1	79	1.2	1567	3.6	0	226
6.7	81	1.1	1467	3.6	0	148
6.6	80	1	1424	3.3	0	209
6.2	83	0.8	1100	3.5	0.01	412
7.4	70	0.5	1373	2.2	0.36	728
10	56	1	1761	1.6	1.03	853
12.6	50	1.4	1712	2.4	1.68	1037
15.2	44	1.2	1301	3	2.16	1179
16.6	36	0.7	1442	1.4	2.45	1402
18.3	33	1.9	1324	1.7	2.53	1652
19.3	27	1.3	1384	-0.1	2.38	1712
19.8	29	2	1246	1.2	1.97	1846
19.4	29	1.2	1154	0.8	1.37	1916
18.7	33	1.1	1164	2	0.7	1995
16.5	38	1.6	1246	2.1	0.14	1695
14.8	47	1.3	1111	3.5	0	1381
13.8	52	1.6	1088	4	0	1261
12.6	56	1.1	1053	4	0	1312
11.7	60	0.5	1002	4.1	0	1147
11	62	0.3	946	3.9	0	971
10.4	59	0	971	2.7	0	811
9.5	65	0.9	990	3.2	0	584
9.1	68	0.3	921	3.4	0	429
8.4	73	0.4	820	3.8	0	308
7.9	76	1.3	771	3.9	0	185
7.6	79	0.3	765	4.1	0	110
7.2	80	0.7	729	3.9	0	150
6.9	81	0.8	665	3.8	0.01	304
7.5	72	1.1	697	2.7	0.34	556
10.1	60	0.8	726	2.6	1.02	775
13.3	47	0.5	818	2.2	1.67	847
16.2	41	1	878	2.9	2.11	1056
17.2	33	1.1	1258	0.7	2.28	1394
18.1	32	1.5	1684	1.1	2.21	1593
18.9	31	2.6	1936	1.3	2.37	1767
20.1	32	2.4	1893	2.8	2	1948
19.1	31	2.1	1960	1.5	1.27	2097
18.2	43	2.3	1925	5.4	0.68	1990
16.2	58	2.4	1991	7.9	0.12	1662
15.1	60	2.9	1979	7.3	0	1377
14.4	61	2.3	1945	6.9	0	1306
13.8	66	2.4	1897	7.5	0	1261
13.5	71	1.7	1711	8.3	0	1029
13.2	73	1.2	1639	8.4	0	810
12.6	78	1.3	1427	8.8	0	638
12.2	80	1.4	1283	8.8	0	393
11.8	82	0.7	1262	8.8	0	272
11.3	85	0	907	8.8	0	171
11	82	0.1	951	8	0	152
11.1	79	0.3	1140	7.5	0	209
11.2	81	0.2	1071	8	0	504
11.5	81	0.8	960	8.3	0	1271
12	77	0.4	891	8	0.12	2070
12.8	74	0.5	831	8.2	0.31	1119
14.1	66	0.6	827	7.8	0.58	837
16.7	65	1.5	675	10	1.42	910
19	60	1.8	513	11	2.11	1052
19.7	52	2.1	512	9.5	1.83	1058
20	48	2.1	586	8.6	1.72	1121
20.4	43	1.7	690	7.3	1.43	1183
20.3	44	2.2	793	7.6	1.09	1413
19.3	49	2.8	966	8.3	0.55	1773
18	66	2.3	554	11.5	0.1	2635
16.9	74	1.8	366	12.2	0	1911
15.9	81	2.8	250	12.6	0	1659
15.5	86	1.3	178	13.1	0	1556
14.8	83	1.5	227	11.9	0	1377
14.1	74	1.5	486	9.5	0	914
13.3	64	1.7	860	6.6	0	726
12.4	65	1.1	1099	5.9	0	568
11.7	70	1	1012	6.4	0	427
11.5	61	1.4	1399	4.2	0	253
11	69	0.6	1510	5.5	0	145
10.2	70	1.5	1519	4.9	0	202
10.1	71	0.2	1474	5	0	491
10.2	68	0.4	1493	4.5	0	1216
10.4	63	0.6	1367	3.6	0.19	2134
11.8	55	0.7	1182	3	0.55	1177
14.4	45	0.6	1206	2.6	1.28	854
16.5	39	0.7	1351	2.4	1.68	914
18.8	35	1.2	1057	2.9	2.06	1063
19.4	31	2	1862	1.8	2.02	1108
19.9	29	1.9	1833	1.3	2.09	1113
19.9	31	2	1613	2.2	1.57	1203
19.5	32	2.1	1436	2.3	1.1	1407
18.4	38	1.8	1565	3.8	0.5	1811
16.9	47	1.4	1637	5.5	0.11	2716
15.5	63	1.7	1774	8.4	0	1867
14.8	68	2	1502	8.9	0	1568
14.3	72	1	1374	9.3	0	1618
13.6	71	0.6	1457	8.4	0	1425
12.9	78	0.6	1201	9.1	0	950
12.3	75	1.2	1332	7.9	0	739
11.5	74	1.2	1305	7	0	600
10.8	77	0.3	1268	6.9	0	381
10.2	80	0.3	1191	6.8	0	239
9.7	76	0	1308	5.6	0	157
9.2	77	0	1278	5.3	0	210
8.8	77	0.2	1077	4.9	0	503
8.6	77	0.7	965	4.7	0	1213
9.2	68	0.2	952	3.5	0.28	2202
11.2	63	1.1	656	4.4	0.88	1200
14	58	1.6	841	5.8	1.53	842
15.5	25	2.5	1727	-4.4	2.1	961
16.2	29	2.5	1935	-1.8	2.45	1088
17.7	25	2.1	1917	-2.6	2.48	1115
18.3	24	1.7	1983	-2.6	2.4	1083
18.3	21	2.7	2000	-4.4	2.02	1175
18	26	2.1	2000	-1.8	1.45	1409
16.9	34	2.5	2000	0.9	0.74	1896
14.6	39	2.3	2000	0.7	0.11	2445
13.2	42	1.3	2000	0.5	0	1819
12.2	47	1.1	2000	1.2	0	1558
10.8	53	0.9	2000	1.5	0	1493
9.9	50	0.1	2000	0	0	1278
9.7	56	0.7	2000	1.3	0	896
9.2	64	0.7	2000	2.7	0	694
9	66	0.7	2000	2.9	0	579
8.7	71	0.8	2000	3.7	0	385
8.6	74	0.6	1985	4.2	0	244
8.1	78	0.6	2000	4.4	0	165
7.8	81	1.1	2000	4.7	0	185
7.6	82	0.3	1933	4.7	0	458
7.7	81	0.4	1992	4.6	0	1191
8.5	77	0.5	1995	4.6	0.21	2154
10.9	60	0.9	1997	3.4	0.93	1165
13.7	57	1.2	2000	5.3	1.33	864
15	52	1.4	2000	5.2	1.5	917
16.8	50	1.6	2000	6.3	1.94	1132
18.1	43	2.2	2000	5.3	2.3	1152
18.7	39	1.3	2000	4.4	1.66	1122
19	38	1.9	2000	4.3	1.72	1203
18.5	40	1.8	2000	4.6	1.28	1473
16.9	44	1.6	2000	4.5	0.44	1804
15.7	45	2.5	2000	3.7	0.06	2499
14.9	49	2.1	2000	4.2	0	1878
13.8	56	1.9	2000	5.1	0	1528
12.6	60	0.5	2000	5	0	1466
11.6	61	0.2	2000	4.3	0	1302
10.9	64	0.2	2000	4.3	0	944
10.3	67	1.5	2000	4.4	0	783
9.8	68	1.7	2000	4.1	0	653
9.2	72	1.5	2000	4.4	0	433
8.5	74	1.3	2000	4.1	0	262
8.1	76	0.3	2000	4.1	0	184
7.7	73	0	2000	3.1	0	162
7.2	77	0.5	2000	3.4	0	491
7.3	72	0.4	2000	2.5	0	1188
7.9	63	0.6	2000	1.2	0.3	2113
11.1	53	1	2000	1.8	1.05	1191
13.8	44	1.5	1953	1.7	1.66	850
16.4	35	1.1	2000	0.8	2.13	981
17.4	33	1.1	2000	0.9	2.39	1161
18.9	33	1.8	2000	2.2	2.43	1190
19.8	32	2.3	1978	2.6	2.25	1221
19.7	30	3	1971	1.6	1.89	1390
19.3	29	2.8	2000	0.7	1.34	1527
18.5	35	2.2	2000	2.7	0.68	1939
16.6	40	2.4	2000	2.9	0.11	2631
15.3	53	2.4	2000	5.7	0	1769
14.2	56	1.8	2000	5.5	0	1512
13.3	56	1.1	2000	4.6	0	1457
12.3	65	1.7	2000	5.8	0	1331
11.7	70	1.7	2000	6.4	0	1018
11.3	71	1.2	1997	6.2	0	891
10.9	72	0	1966	6	0	774
10.1	78	0.1	1887	6.4	0	522
9.5	77	0.4	1611	5.6	0	386
8.9	75	0.4	1877	4.7	0	246
8.1	76	0.6	1309	4.1	0	154
7.5	79	0.6	1025	4	0	219
7	82	0.5	867	4.1	0	427
7.8	70	1.4	1034	2.6	0.29	784
10.4	60	1.3	1326	2.9	0.99	921
13	49	0.5	1685	2.5	1.61	997
16.2	39	1.6	1580	2.2	2.05	1175
17.7	33	2.2	1556	1.2	2.37	1407
19.4	26	1.1	1942	-0.6	2.45	1585
20	22	1.6	1950	-2.3	2.29	1649
21.3	24	1.5	1832	-0.1	1.91	1760
20.9	20	2	1976	-2.9	1.35	1813
19.2	23	1.5	2000	-2.4	0.62	1949
16.6	41	2.4	1811	3.2	0.04	1707
14.6	48	1.9	1998	3.6	0	1407
13.7	51	1	1954	3.7	0	1270
13.3	55	2	1554	4.4	0	1249
12.7	58	0	1480	4.6	0	1141
11.7	58	0	1567	3.6	0	922
11.2	62	0	1613	4.1	0	848
10.6	60	0.5	1642	3.1	0	622
9.8	63	0.6	1591	3	0	428
9.2	68	0.4	1538	3.5	0	342
8.8	71	0.9	1516	3.8	0	206
8.2	73	1.3	1305	3.6	0	146
7.6	75	0.6	1181	3.4	0	172
7.2	76	0.5	1113	3.2	0	315
7.9	67	1.1	1210	2.1	0.28	534
10.5	56	1.2	1741	2	0.98	679
13.4	46	0.8	1718	1.9	1.61	936
16.8	38	1.5	1326	2.3	2.07	1055
18.4	28	1.9	1690	-0.4	2.33	1417
19.3	24	1.5	1745	-1.8	2.4	1519
20.1	23	2.3	1896	-1.7	2.23	1642
20.9	23	1.5	1892	-1	1.87	1891
20.2	24	2.5	1881	-1	1.31	1976
18.8	24	2.1	2000	-2.2	0.63	1883
16.2	41	1.4	1907	2.9	0.06	1618
14.9	46	1.4	1455	3.3	0	1464
13.8	52	1.6	1341	4	0	1306
13	49	1	1702	2.5	0	1158
12.2	57	0	1544	3.9	0	1025
11.8	56	0	1655	3.2	0	724
11.4	56	0.2	1778	2.9	0	623
10.7	57	0.9	1828	2.5	0	372
10.5	57	0.2	1837	2.3	0	253
10.2	60	1	1796	2.7	0	175
10	62	0.6	1759	3	0	110
9.4	65	0.8	1659	3.1	0	202
9.2	65	0.8	1689	2.9	0	513
8.9	67	0.8	1557	3	0	1244
9.7	58	0.6	1559	1.8	0.22	2111
11.9	50	1.1	1529	1.7	0.75	1104
14.6	43	0.7	1339	2.1	1.35	817
16.7	37	0.7	1074	1.9	1.74	941
18.2	34	1	758	2	2.03	1034
19.4	35	1.2	678	3.5	1.73	1064
20.6	30	2.2	839	2.3	1.69	1122
20.2	31	1.6	855	2.5	1.25	1167
19.7	34	1.6	688	3.3	0.88	1464
18.9	35	1.7	720	3	0.41	1904
17.3	43	0.9	783	4.5	0.08	2613
15.6	44	1.5	828	3.3	0	1860
14.5	51	1.4	751	4.4	0	1593
13.4	56	0.7	758	4.7	0	1513
12.7	60	0	680	5.1	0	1360
12	59	0.4	685	4.2	0	916
11.6	61	0.7	673	4.3	0	726
11.1	62	0.2	666	4	0	547
10.6	68	0.9	603	4.9	0	356
10.1	70	1.1	606	4.8	0	243
10	73	0.9	622	5.3	0	170
10	73	0.5	593	5.3	0	193
9.9	75	1	560	5.6	0	456
10.4	71	0.6	557	5.3	0	839
11	78	0.8	412	7.3	0.03	1423
11.7	77	0.8	394	7.7	0.25	1026
13.8	65	1.1	475	7.3	1.06	735
13	70	5	989	7.6	0.5	81
11.5	90	1.2	973	9.9	0.06	363
13.5	82	0.8	962	10.4	1.33	652
15.1	71	0.9	973	9.8	1.62	837
16.6	68	1.5	955	10.6	1.55	1010
16.1	70	1.3	898	10.6	0.83	1294
15.7	63	3.2	1118	8.6	0.39	1604
14.5	71	2.1	1235	9.2	0.06	2415
14	70	1.6	1265	8.6	0	1685
13.6	70	1.4	1392	8.2	0	1433
12.6	70	1.2	1425	7.2	0	1380
12.3	73	0.9	1392	7.5	0	1257
11.2	78	0.5	802	7.4	0	876
10.8	80	1	1151	7.4	0	708
10.2	84	1.2	1036	7.6	0	573
9.5	87	1	919	7.4	0	371
9.4	85	1.6	983	6.9	0	249
9	87	0.6	972	6.9	0	162
8.5	87	1.2	1046	6.4	0	164
8.1	88	0.9	831	6.2	0	453
7.8	90	0.6	763	6.2	0	1165
8.1	85	1.2	772	5.7	0.26	2108
10.1	72	1.1	728	5.2	0.9	1151
13	63	0.9	854	6.1	1.5	811
15.7	53	1	1172	6.1	1.99	940
16.8	48	1.6	1673	5.7	2.1	1126
17.2	43	2.3	1835	4.4	1.68	1106
17.6	39	2.5	1964	3.4	1.63	1150
18	40	3	1808	4.1	1.71	1161
18.2	42	1.3	1976	5	1.22	1492
17	47	2.2	1989	5.5	0.59	1904
15.1	53	1.7	2000	5.5	0.06	2612
13.9	61	1.9	2000	6.4	0	1827
13.1	63	0.4	2000	6.2	0	1556
12.1	67	1	1977	6.1	0	1464
11.6	71	0.2	1858	6.5	0	1281
11	74	0.1	1817	6.5	0	884
10.5	75	0.3	1800	6.2	0	729
10	78	0.4	1669	6.3	0	572
9.1	79	0.5	1625	5.6	0	421
9.1	79	0.2	1689	5.6	0	266
8.5	83	1.2	1577	5.7	0	161
7.8	85	0.9	1542	5.4	0	193
7.5	86	1.3	1301	5.3	0	450
7.3	85	1.4	1039	4.9	0	1251
7.9	76	1.2	1290	3.9	0.25	2070
10.3	64	1	1544	3.7	0.91	1168
13.4	53	1.1	1768	4	1.53	779
16.4	43	0.7	1713	3.7	1.96	956
18.2	37	1.4	1861	3.2	2.25	1188
19.4	32	1.1	1787	2.2	2.31	1154
20.6	31	1.4	1562	2.8	1.7	1192
20.6	32	1.4	1651	3.3	1.4	1275
20.4	32	0.9	1720	3.1	0.84	1528
19.2	36	0.7	1643	3.7	0.38	1961
17.3	39	1.3	1641	3.1	0.03	2632
16.4	47	1	1694	5	0	1968
15.3	50	0.5	1647	4.9	0	1596
14.5	50	0.7	1741	4.1	0	1513
13.6	56	1	1611	4.9	0	1316
12.5	59	0.8	1602	4.6	0	919
12.5	57	0.9	1877	4.1	0	753
12.7	56	1.2	1952	4.1	0	629
12.8	59	0.9	1804	4.9	0	434
12.8	57	0.5	1715	4.4	0	327
12.6	60	0.6	1648	5	0	185
12.4	60	0.8	1563	4.8	0	178
12.6	64	1.3	1348	5.9	0	376
12.6	63	0.8	1265	5.7	0	556
12.1	81	0.8	706	8.9	0	556
12	86	0.8	405	9.7	0.07	144
12.9	84	1	534	10.2	0.27	191
12.4	87	1	317	10.2	0.24	54
12.4	90	1.1	297	10.7	0.19	29
12.6	87	2.3	539	10.4	0.13	18
